genus_vernacular;species_vernacular;genus_scientific;genus_author;species_scientific;primary_use;secondary_use;wild
Götterblume;Mead-G.;Dodecatheon;L.;D. meadia;Z;NA;NA
Alpenglöckchen, Troddelblume;Kleinstes A.;Soldanella;L.;NA;NA;NA;NA
Alpenglöckchen, Troddelblume;Österreichisches A.;Soldanella;L.;NA;NA;NA;NA
Alpenglöckchen, Troddelblume;Karpatisches Zwerg-A.;Soldanella;L.;S. pusilla;Z;NA;NA
Alpenglöckchen, Troddelblume;Alpisches Zwerg-A.;Soldanella;L.;NA;NA;NA;NA
Alpenglöckchen, Troddelblume;Pindus-A.;Soldanella;L.;S. pindicola;Z;NA;NA
Alpenglöckchen, Troddelblume;Gewöhnliches A., Alpen-T.;Soldanella;L.;NA;NA;NA;NA
Alpenglöckchen, Troddelblume;Karpaten-A.;Soldanella;L.;S. carpatica;Z;NA;NA
Alpenglöckchen, Troddelblume;Pyrenäen-A.;Soldanella;L.;A. pyrenaica;Z;NA;NA
Alpenglöckchen, Troddelblume;Pyrenäen-A.;Soldanella;L.;A. pyrenaica;Z;NA;NA
Alpenglöckchen, Troddelblume;Berg-A.;Soldanella;L.;NA;NA;NA;NA
Alpenglöckchen, Troddelblume;Ungarisches A.;Soldanella;L.;S. hungarica;Z;NA;NA
Alpenglöckchen, Troddelblume;Bulgarisches A.;Soldanella;L.;NA;NA;NA;NA
Dreiblattspiere, Gillenie;Südliche D.;Gillenia;MOENCH;G. stipulata;Z;NA;NA
Dreiblattspiere, Gillenie;Nördliche D.;Gillenia;MOENCH;G. trifoliata;Z;NA;NA
Felsspiere;Mattenbildende F.;Petrophytum;(NUTT.);P. caespitosum;Z;NA;NA
Felsspiere;Aschgraue F.;Petrophytum;(NUTT.);P. cinerascens;Z;NA;NA
Felsspiere;Henderson-F.;Petrophytum;(NUTT.);P. hendersonii;Z;NA;NA
Lütkea;Westamerikanische L.;Luetkea;BONG.;L. pectinata;Z;NA;NA
Geißbart;Wald-G.;Aruncus;L.;A. dioicus;Z;NA;W
Geißbart;Wald-G.;Aruncus;L.;A. dioicus;Z;NA;NA
Geißbart;Koreanischer G.;Arunucus;L.;A. aethusifolius;N;NA;NA
Mädesüß, Spierstaude;Kleines M., Knollen-S., Filipendelwurz;Filipendula;MILL.;F. vulgaris;Z;NA;W
Mädesüß, Spierstaude;Rotes M., Amerikanisches M.;Filipendula;MILL.;F. rubra;Z;NA;NA
Mädesüß, Spierstaude;Handblättriges M.;Filipendula;MILL.;F. palmata;Z;NA;NA
Mädesüß, Spierstaude;Echtes M., Großes M.;Filipendula;MILL.;F. ulmaria;Z;NA;W
Mädesüß, Spierstaude;Kamtschatka-M.;Filipendula;MILL.;F. camtschatica;Z;NA;NA
Mädesüß, Spierstaude;Hybrid-M.;Filipendula;MILL.;F. purpurea;Z;NA;NA
Himbeere, Moltebeere, Brombeere;Zimt-H.;Rubus;L.;R. odoratus;Z;NA;W
Himbeere, Moltebeere, Brombeere;Moltebeere;Rubus;L.;NA;NA;NA;NA
Himbeere, Moltebeere, Brombeere;Kriech-H.;Rubus;L.;R. pentalobus;Z;NA;NA
Himbeere, Moltebeere, Brombeere;Alåkerbeere;Rubus;L.;R. × stellarcticus;Z;NA;NA
Himbeere, Moltebeere, Brombeere;Arktische H.;Rubus;L.;NA;NA;NA;NA
Himbeere, Moltebeere, Brombeere;Himalaja-H.;Rubus;L.;R. nepalensis;Z;NA;NA
Himbeere, Moltebeere, Brombeere;Himbeere;Rubus;L.;NA;NA;NA;NA
Himbeere, Moltebeere, Brombeere;Japanische H.;Rubus;L.;R. illecebrosus;N;Z;NA
Himbeere, Moltebeere, Brombeere;Pracht-H.;Rubus;L.;NA;NA;NA;NA
Himbeere, Moltebeere, Brombeere;Japanische Weinbeere;Rubus;L.;NA;NA;NA;NA
Himbeere, Moltebeere, Brombeere;Allegheny-B.;Rubus;L.;NA;NA;NA;NA
Himbeere, Moltebeere, Brombeere;Armenische B.;Rubus;L.;NA;NA;NA;NA
Himbeere, Moltebeere, Brombeere;Schlitzblättrige B.;Rubus;L.;NA;NA;NA;NA
Odermennig;Kleiner O.;Agrimonia;L.;A. eupatoria;Z;NA;W
Odermennig;Großer O.;Agrimonia;L.;A. procera;Z;NA;W
Wiesenknopf;Kleiner W., Kleine Bibernelle;Sanguisorba;L.;S. minor;N;Z;NA
Wiesenknopf;Südalpischer W.;Sanguisorba;L.;S. dodecandra;Z;NA;NA
Wiesenknopf;Hakusan-W.;Sanguisorba;L.;S. hakusanensis;Z;NA;NA
Wiesenknopf;Großer W.;Sanguisorba;L.;S. officinalis;Z;NA;NA
Wiesenknopf;Kanadischer W.;Sanguisorba;L.;S. canadensis;Z;NA;NA
Wiesenknopf;Japanischer W.;Sanguisorba;L.;H. japonica;Z;NA;NA
Wiesenknopf;Japanischer W.;Sanguisorba;L.;H. japonica;Z;NA;NA
Wiesenknopf;Ostasiatischer W.;Sanguisorba;L.;S. tenuifolia;Z;NA;NA
Perlbeere;Perlbeere;Margyricarpus;RUIZ;NA;NA;NA;NA
Stachelnüsschen;Unbewehrtes St.;Acaena;MUTIS;A. inermis f.;Z;NA;NA
Stachelnüsschen;Seidenhaariges St.;Acaena;MUTIS;A. sericea;Z;NA;NA
Stachelnüsschen;Tausendblättriges St.;Acaena;MUTIS;A. myriophylla;Z;NA;NA
Stachelnüsschen;Südamerikanisches St.;Acaena;MUTIS;A. ovalifolia;Z;NA;NA
Stachelnüsschen;Magellan-St.;Acaena;MUTIS;A. magellanica;Z;NA;NA
Stachelnüsschen;Braunblättriges St.;Acaena;MUTIS;A. microphylla f.;Z;NA;NA
Stachelnüsschen;Blaugrünes St.;Acaena;MUTIS;A. buchananii f.;Z;NA;NA
Stachelnüsschen;Piripiri-St.;Acaena;MUTIS;A. novae-zelandiae;Z;NA;NA
Stachelnüsschen;Gänsefingerkraut-St.;Acaena;MUTIS;A. anserinifolia;Z;NA;NA
Stachelnüsschen;Graublaues St.;Acaena;MUTIS;A. caesiiglauca;Z;NA;NA
Stachelnüsschen;Magellan-St.;Acaena;MUTIS;A. magellanica;Z;NA;NA
Silberwurz;Gelbe S.;Dryas;L.;A. rugosa;Z;NA;NA
Silberwurz;Gelbe S.;Dryas;L.;A. rugosa;Z;NA;NA
Silberwurz;Weiße S.;Dryas;L.;N. alba;Z;NA;NA
Silberwurz;Weiße S.;Dryas;L.;N. alba;Z;NA;W
Silberwurz;Weiße S.;Dryas;L.;N. alba;Z;NA;NA
Silberwurz;Ganzblättrige S.;Dryas;L.;NA;NA;NA;NA
Nelkenwurz;Ross-N.;Geum;L.;G. rossii;Z;NA;NA
Nelkenwurz;Kriechende N.;Geum;L.;G. reptans;Z;NA;W
Nelkenwurz;Kriechende N.;Geum;L.;G. reptans;Z;NA;NA
Nelkenwurz;Prärie-N.;Geum;L.;G. triflorum;Z;NA;NA
Nelkenwurz;Berg-N., Petersbart;Geum;L.;G. montanum;Z;NA;W
Nelkenwurz;Bulgarische N.;Geum;L.;D. microlepis;Z;NA;NA
Nelkenwurz;Bach-N.;Geum;L.;G. rivale;Z;NA;W
Nelkenwurz;Rote N.;Geum;L.;D. cruentus;Z;NA;NA
Nelkenwurz;Chiloé-N.;Geum;L.;NA;NA;NA;NA
Nelkenwurz;Japanische N.;Geum;L.;G. japonicum;Z;NA;NA
Nelkenwurz;Russische N.;Geum;L.;G. aleppicum;Z;NA;NA
Waldsteinie, Golderdbeere;Gelapptblättrige W.;Waldsteinia;WILLD.;W. geoides;Z;NA;NA
Waldsteinie, Golderdbeere;Dreiblättrige W.;Waldsteinia;WILLD.;W. ternata;Z;NA;NA
Waldsteinie, Golderdbeere;Erdbeer-W., Golderdbeere;Waldsteinia;WILLD.;NA;NA;NA;NA
Fingerkraut;Dsungarisches F.;Potentilla;L.;P. salesoviana;Z;NA;NA
Fingerkraut;Strauch-F., Fingerstrauch;Potentilla;L.;P. fruticosa;Z;NA;W
Fingerkraut;Sumpf-F., Blutauge;Potentilla;L.;P. palustris;Z;NA;W
Fingerkraut;Felsen-F.;Potentilla;L.;P. rupestris;Z;NA;W
Fingerkraut;Felsen-F.;Potentilla;L.;P. rupestris;Z;NA;NA
Fingerkraut;Großes F.;Potentilla;L.;NA;NA;NA;NA
Fingerkraut;Schlitzblättriges F.;Potentilla;L.;P. multifida;Z;NA;NA
Fingerkraut;Gänse-F.;Potentilla;L.;P. anserina;Z;NA;W
Fingerkraut;Zweispaltiges F.;Potentilla;L.;P. bifurca;Z;NA;NA
Fingerkraut;Chinesisches F.;Potentilla;L.;P. chinensis;Z;NA;NA
Fingerkraut;Blutwurz, Tormentill;Potentilla;L.;P. erecta;Z;NA;W
Fingerkraut;Englisches F.;Potentilla;L.;P. anglica;Z;NA;W
Fingerkraut;Ansehnliches F.;Potentilla;L.;P. speciosa;Z;NA;NA
Fingerkraut;Dolomiten-F.;Potentilla;L.;P. nitida;Z;NA;NA
Fingerkraut;Erdbeer-F.;Potentilla;L.;P. sterilis;Z;NA;W
Fingerkraut;Kleinblütiges F.;Potentilla;L.;NA;NA;NA;NA
Fingerkraut;Blutrotes F.;Potentilla;L.;P. atrosanguinea var. atrosanguinea;Z;NA;NA
Fingerkraut;Keiliges F.;Potentilla;L.;P. cuneata;Z;NA;NA
Fingerkraut;Wollfrüchtiges F.;Potentilla;L.;P. eriocarpa;Z;NA;NA
Fingerkraut;Japanisches F.;Potentilla;L.;P. megalantha;Z;NA;NA
Fingerkraut;Silber-F.;Potentilla;L.;P. atrosanguinea var. argyrophylla;Z;NA;NA
Fingerkraut;Silber-F.;Potentilla;L.;P. atrosanguinea var. argyrophylla;Z;NA;W
Fingerkraut;Nepal-F.;Potentilla;L.;P. nepalensis;Z;NA;NA
Fingerkraut;Hybrid-F.;Potentilla;L.;P. tonguei;Z;NA;NA
Fingerkraut;Stängel-F.;Potentilla;L.;P. caulescens;Z;NA;W
Fingerkraut;Weißes F.;Potentilla;L.;P. alba;Z;NA;W
Fingerkraut;Ostalpen-F.;Potentilla;L.;P. clusiana;Z;NA;W
Fingerkraut;Kriechendes F.;Potentilla;L.;P. reptans;Z;NA;W
Fingerkraut;Gold-F.;Potentilla;L.;P. aurea subsp. aurea;Z;NA;W
Fingerkraut;Sand-F.;Potentilla;L.;P. cinerea;Z;NA;W
Fingerkraut;Silber-F.;Potentilla;L.;P. atrosanguinea var. argyrophylla;Z;NA;NA
Fingerkraut;Silber-F.;Potentilla;L.;P. atrosanguinea var. argyrophylla;Z;NA;W
Fingerkraut;Frühlings-F.;Potentilla;L.;NA;NA;NA;NA
Fingerkraut;Rötliches F.;Potentilla;L.;P. heptaphylla;Z;NA;W
Fingerkraut;Aufrechtes F.;Potentilla;L.;P. recta;Z;NA;W
Fingerkraut;Zottiges F., Crantz-F.;Potentilla;L.;P. crantzii;Z;NA;W
Erdbeere;Garten-E.;Fragaria;L.;F. × ananassa;Z;N;NA
Erdbeere;Garten-E.;Fragaria;L.;F. × ananassa;Z;NA;NA
Erdbeere;Scharlach-E., Virginische E.;Fragaria;L.;F. virginiana;Z;NA;NA
Erdbeere;Chile-E.;Fragaria;L.;F. chiloensis;Z;NA;NA
Erdbeere;Garten-E.;Fragaria;L.;F. × ananassa;Z;N;NA
Erdbeere;Garten-E.;Fragaria;L.;F. × ananassa;Z;NA;NA
Erdbeere;Scharlach-E., Virginische E.;Fragaria;L.;F. virginiana;Z;NA;NA
Erdbeere;Zimt-E.;Fragaria;L.;F. moschata;N;Z;NA
Erdbeere;Monats-Erdbeere;Fragaria;L.;NA;NA;NA;NA
Erdbeere;Wald-E.;Fragaria;L.;NA;NA;NA;NA
Scheinerdbeere, Indische Erdbeere;Indische Sch.;Duchesnea;SM.;D. indica;Z;NA;W
Gelbling;Gelbling;Sibbaldia;L.;NA;NA;NA;NA
Frauenmantel, Silbermantel, Sinau;Langzähniger F.;Alchemilla;L.;A. sericea;Z;NA;NA
Frauenmantel, Silbermantel, Sinau;Felsen-F.;Alchemilla;L.;P. rupestris;Z;NA;W
Frauenmantel, Silbermantel, Sinau;Felsen-F.;Alchemilla;L.;P. rupestris;Z;NA;NA
Frauenmantel, Silbermantel, Sinau;Alpen-S.;Alchemilla;L.;E. alpinum;Z;NA;W
Frauenmantel, Silbermantel, Sinau;Alpen-S.;Alchemilla;L.;E. alpinum;Z;NA;W
Frauenmantel, Silbermantel, Sinau;Alpen-S.;Alchemilla;L.;E. alpinum;Z;NA;W
Frauenmantel, Silbermantel, Sinau;Alpen-S.;Alchemilla;L.;E. alpinum;Z;NA;NA
Frauenmantel, Silbermantel, Sinau;Alpen-S.;Alchemilla;L.;E. alpinum;Z;NA;W
Frauenmantel, Silbermantel, Sinau;Alpen-S.;Alchemilla;L.;E. alpinum;Z;NA;NA
Frauenmantel, Silbermantel, Sinau;Verbundener F.;Alchemilla;L.;A. conjuncta;Z;NA;NA
Frauenmantel, Silbermantel, Sinau;Glänzender F.;Alchemilla;L.;A. nitida;Z;NA;W
Frauenmantel, Silbermantel, Sinau;Hoppe-F.;Alchemilla;L.;A. hoppeana;Z;NA;W
Frauenmantel, Silbermantel, Sinau;Kalkalpen-F.;Alchemilla;L.;A. alpigena;Z;NA;W
Frauenmantel, Silbermantel, Sinau;Färöer-F.;Alchemilla;L.;A. faeroensis;Z;NA;NA
Frauenmantel, Silbermantel, Sinau;Schimmernder F.;Alchemilla;L.;A. splendens;Z;NA;W
Frauenmantel, Silbermantel, Sinau;Seidiger F.;Alchemilla;L.;A. sericata;Z;NA;NA
Frauenmantel, Silbermantel, Sinau;Weichhaariger F., Bastard-F.;Alchemilla;L.;A. glaucescens;Z;NA;W
Frauenmantel, Silbermantel, Sinau;Kaukasus-F.;Alchemilla;L.;A. caucasica;Z;NA;NA
Frauenmantel, Silbermantel, Sinau;Kaukasus-F.;Alchemilla;L.;A. caucasica;Z;NA;W
Frauenmantel, Silbermantel, Sinau;Rotstieliger F.;Alchemilla;L.;NA;NA;NA;NA
Frauenmantel, Silbermantel, Sinau;Gewöhnlicher F., Spitzlappiger F.;Alchemilla;L.;A. vulgaris;Z;NA;W
Frauenmantel, Silbermantel, Sinau;Kahlblättriger F.;Alchemilla;L.;A. epipsila;Z;NA;NA
Frauenmantel, Silbermantel, Sinau;Weicher F.;Alchemilla;L.;A. mollis;Z;NA;W
Frauenmantel, Silbermantel, Sinau;Ansehnlicher F.;Alchemilla;L.;A. speciosa;Z;NA;W
Zwergmispel;Fächer-Z.;Cotoneaster;MEDIK.;C. horizontalis;Z;NA;W
Zwergmispel;Kleine Z.;Cotoneaster;MEDIK.;C. perpusillus;Z;NA;NA
Zwergmispel;Spalier-Z.;Cotoneaster;MEDIK.;C. adpressus;Z;NA;NA
Zwergmispel;Nanshan-Z.;Cotoneaster;MEDIK.;C. nanshan;Z;NA;NA
Zwergmispel;Waterer-Hybrid-Z.;Cotoneaster;MEDIK.;C. × watereri;Z;NA;NA
Zwergmispel;Sargent-Z.;Cotoneaster;MEDIK.;C. sargentii;Z;NA;NA
Zwergmispel;Teppich-Z.;Cotoneaster;MEDIK.;C. dammeri;Z;NA;W
Zwergmispel;Wurzelnde Z.;Cotoneaster;MEDIK.;C. radicans;Z;NA;NA
Zwergmispel;Niederliegende Z.;Cotoneaster;MEDIK.;C. procumbens;Z;NA;NA
Zwergmispel;Yunnan-Z.;Cotoneaster;MEDIK.;C. cochleatus;Z;NA;NA
Zwergmispel;Kleinblättrige Z.;Cotoneaster;MEDIK.;C. microphyllus;Z;NA;NA
Zwergmispel;Thymianblättrige Z.;Cotoneaster;MEDIK.;NA;NA;NA;NA
Zwergmispel;Bogen-Z.;Cotoneaster;MEDIK.;C. conspicuus;Z;NA;NA
Zwergmispel;Schwedische Z.;Cotoneaster;MEDIK.;C. suecicus;Z;NA;NA
Scheinhortensie;Blaue Sch.;Deinanthe;MAXIM.;D. coerulea;Z;NA;NA
Scheinhortensie;Zweispaltige Sch.;Deinanthe;MAXIM.;NA;NA;NA;NA
Wachsglocke;Wachsglocke;Kirengeshoma;YATABE;NA;NA;NA;NA
Hortensie;Garten-H.;Hydrangea;L.;H. macrophylla;Z;NA;NA
Hortensie;Garten-H.;Hydrangea;L.;H. macrophylla;Z;NA;NA
Fetthenne, Mauerpfeffer;Kriechtrieb-F.;Sedum;L.;S. sarmentosum;Z;NA;NA
Fetthenne, Mauerpfeffer;Sibirische F;Sedum;L.;S. hybridum;Z;NA;NA
Fetthenne, Mauerpfeffer;Kamtschatka-F.;Sedum;L.;S. kamtschaticum;Z;NA;NA
Fetthenne, Mauerpfeffer;Amur-F.;Sedum;L.;S. selskianum;Z;NA;NA
Fetthenne, Mauerpfeffer;Große F.;Sedum;L.;S. maximum;Z;NA;W
Fetthenne, Mauerpfeffer;Deckblatt-F.;Sedum;L.;S. aizoon;Z;NA;NA
Fetthenne, Mauerpfeffer;Zwergstrauch-F.;Sedum;L.;S. populifolium;Z;NA;NA
Fetthenne, Mauerpfeffer;Behaarte F.;Sedum;L.;S. pilosum;Z;NA;NA
Fetthenne, Mauerpfeffer;Rundblättrige F.;Sedum;L.;S. anacampseros;Z;NA;NA
Fetthenne, Mauerpfeffer;Siebold-F.;Sedum;L.;S. sieboldii;Z;NA;NA
Fetthenne, Mauerpfeffer;Japanische F.;Sedum;L.;S. cauticola;Z;NA;NA
Fetthenne, Mauerpfeffer;Ewers-W.;Sedum;L.;NA;NA;NA;NA
Fetthenne, Mauerpfeffer;Kaukasus-F.;Sedum;L.;A. caucasica;Z;NA;NA
Fetthenne, Mauerpfeffer;Kaukasus-F.;Sedum;L.;A. caucasica;Z;NA;W
Fetthenne, Mauerpfeffer;Purpur-F.;Sedum;L.;S. telephium;Z;NA;W
Fetthenne, Mauerpfeffer;Prächtige F.;Sedum;L.;S. spectabile;Z;NA;NA
Fetthenne, Mauerpfeffer;Spanische F.;Sedum;L.;S. hispanicum;Z;NA;W
Fetthenne, Mauerpfeffer;Buckel-F.;Sedum;L.;S. dasyphyllum;Z;NA;W
Fetthenne, Mauerpfeffer;Spanische F.;Sedum;L.;S. hispanicum;Z;NA;W
Fetthenne, Mauerpfeffer;Weiße F.;Sedum;L.;S. album;Z;NA;W
Fetthenne, Mauerpfeffer;Weiße F.;Sedum;L.;S. album;Z;NA;NA
Fetthenne, Mauerpfeffer;Zierliche F.;Sedum;L.;S. forsterianum;Z;NA;W
Fetthenne, Mauerpfeffer;Ockergelbe F.;Sedum;L.;S. ochroleucum;Z;NA;W
Fetthenne, Mauerpfeffer;Nizza-F.;Sedum;L.;S. sediforme;Z;NA;NA
Fetthenne, Mauerpfeffer;Felsen-F., Tripmadam;Sedum;L.;S. rupestre;Z;NA;W
Fetthenne, Mauerpfeffer;Scharfer Mauerpfeffer;Sedum;L.;S. acre;Z;NA;W
Fetthenne, Mauerpfeffer;Milder Mauerpfeffer;Sedum;L.;S. sexangulare;Z;NA;W
Rosenwurz;Rosenwurz;Rhodiola;L.;NA;NA;NA;NA
Sternwurz;Dorn-St.;Orostachys;FISCH.;A. spinosum;Z;NA;NA
Sternwurz;Dorn-St.;Orostachys;FISCH.;A. spinosum;Z;NA;NA
Hauswurz, Dachwurz;Spinnweben-H.;Sempervivum;L.;S. arachnoideum;Z;NA;W
Hauswurz, Dachwurz;Gelbe H., Wulfen-H.;Sempervivum;L.;S. wulfenii;Z;NA;NA
Hauswurz, Dachwurz;Serpentin-H.;Sempervivum;L.;S. pittonii;Z;NA;NA
Hauswurz, Dachwurz;Großblütige H.;Sempervivum;L.;D. macrantha;Z;NA;NA
Hauswurz, Dachwurz;Dach-H.;Sempervivum;L.;S. tectorum;Z;NA;W
Hauswurz, Dachwurz;Berg-S.;Sempervivum;L.;A. montana;Z;NA;NA
Hauswurz, Dachwurz;Berg-S.;Sempervivum;L.;A. montana;Z;NA;NA
Hauswurz, Dachwurz;Berg-S.;Sempervivum;L.;A. montana;Z;NA;NA
Hauswurz, Dachwurz;Balkan-H.;Sempervivum;L.;H. annulatum;Z;NA;NA
Hauswurz, Dachwurz;Balkan-H.;Sempervivum;L.;H. annulatum;Z;NA;NA
Donarsbart, Fransenhauswurz;Donarsbart, Fransenhauswurz;Jovibarba;(DC.);NA;NA;NA;NA
Echeverie;Langstämmige E.;Echeveria;DC.;E. gibbiflora;Z;NA;NA
Echeverie;Peacock-E.;Echeveria;DC.;E. peacockii;Z;NA;NA
Echeverie;Derenberg-E.;Echeveria;DC.;E. derenbergii;Z;NA;NA
Echeverie;Schöne E.;Echeveria;DC.;E. elegans;Z;NA;NA
Echeverie;Agavenähnliche E.;Echeveria;DC.;NA;NA;NA;NA
Walddickblatt, Goldtröpfchen;Kaukasus-W., Goldtröpfchen;Chiastophyllum;A. BECKER.;Ch. oppositifolium;Z;NA;NA
Prachtspiere;Einfachblättrige P.;Astilbe;BUCH.-HAM.;A. simplicifolia;Z;NA;NA
Prachtspiere;Bach-P.;Astilbe;BUCH.-HAM.;A. rivularis;Z;NA;NA
Prachtspiere;Japanische P.;Astilbe;BUCH.-HAM.;A. japonica;Z;NA;NA
Prachtspiere;Japanische P.;Astilbe;BUCH.-HAM.;A. japonica;Z;NA;NA
Prachtspiere;Thunberg-P.;Astilbe;BUCH.-HAM.;A. thunbergii;Z;NA;NA
Prachtspiere;Rote P.;Astilbe;BUCH.-HAM.;A. rubra f.;Z;NA;NA
Prachtspiere;Chinesische P.;Astilbe;BUCH.-HAM.;A. moupinensis;Z;NA;NA
Prachtspiere;Chinesische P.;Astilbe;BUCH.-HAM.;A. moupinensis;Z;NA;NA
Schaublatt;Maiapfelblättriges Sch.;Rodgersia;A.;R. podophylla;Z;NA;NA
Schaublatt;Rosskastanienblättriges Sch.;Rodgersia;A.;R. aesculifolia;Z;NA;NA
Schaublatt;Holunderblättriges Sch.;Rodgersia;A.;R. sambucifolia;Z;NA;NA
Schaublatt;Fiederblättriges Sch.;Rodgersia;A.;R. pinnata;Z;NA;NA
Tafelblatt;Tafelblatt;Astilboides;ENGL.;NA;NA;NA;NA
Tanakea;Wurzelnde T., Japanische Schaumblüte;Tanakea;FRANCH.;T. radicans;Z;NA;NA
Ahornblatt;Ahornblatt;Mukdenia;KOIDZ.;NA;NA;NA;NA
Ahornblatt;Ahornblatt;Mukdenia;KOIDZ.;NA;NA;NA;NA
Bergenie;Himalaja-B.;Bergenia;MOENCH;A. polystachyum;Z;NA;W
Bergenie;Himalaja-B.;Bergenia;MOENCH;A. polystachyum;Z;NA;NA
Bergenie;Purpurrötliche B.;Bergenia;MOENCH;B. purpurascens f.;Z;NA;NA
Bergenie;Herzblättrige B.;Bergenia;MOENCH;B. cordifolia;Z;NA;NA
Bergenie;Dickblatt-B.;Bergenia;MOENCH;B. crassifolia;Z;NA;NA
Bergenie;Kaschmir-B.;Bergenia;MOENCH;B. ciliata f. ciliata;Z;NA;NA
Bergenie;Kaschmir-B.;Bergenia;MOENCH;B. ciliata f. ciliata;Z;NA;NA
Bergenie;Himalaja-B.;Bergenia;MOENCH;A. polystachyum;Z;NA;W
Bergenie;Himalaja-B.;Bergenia;MOENCH;A. polystachyum;Z;NA;NA
Bergenie;Purpurrötliche B.;Bergenia;MOENCH;B. purpurascens f.;Z;NA;NA
Bergenie;Garten-B.;Bergenia;MOENCH;B. schmidtii;Z;NA;NA
Bergenie;Garten-B.;Bergenia;MOENCH;B. schmidtii;N;NA;NA
Bergenie;Boykinie;Bergenia;MOENCH;NA;NA;NA;NA
Bergenie;Rundblättrige B.;Bergenia;MOENCH;B. rotundifolia;Z;NA;NA
Bergenie;Eisenhutblättrige B.;Bergenia;MOENCH;B. aconitifolia;Z;NA;NA
Peltoboykinie;Tellimaähnliche P.;Peltoboykinia;HARA;P. tellimoides;Z;NA;NA
Peltoboykinie;Watanabe-P.;Peltoboykinia;HARA;NA;NA;NA;NA
Schildblatt;Schildblatt;Darmera;VOSS;R. thora;Z;NA;NA
Schildblatt;Schildblatt;Darmera;VOSS;R. thora;Z;NA;NA
Steinbrech;Roter St., Gegenblättriger St.;Saxifraga;L.;S. oppositifolia;Z;NA;W
Steinbrech;Kies-St.;Saxifraga;L.;S. mutata;Z;NA;W
Steinbrech;Wacholderblättriger St.;Saxifraga;L.;S. juniperifolia;Z;NA;NA
Steinbrech;Athos-St.;Saxifraga;L.;S. sancta;Z;NA;NA
Steinbrech;Hauswurz-St.;Saxifraga;L.;S. sempervivum;Z;NA;NA
Steinbrech;Kies-St.;Saxifraga;L.;S. mutata;Z;NA;W
Steinbrech;Mazedonischer St., Ferdinand von Coburg-St.;Saxifraga;L.;S. ferdinandi-coburgi;Z;NA;NA
Steinbrech;Blaugrüner St.;Saxifraga;L.;S. caesia;Z;NA;W
Steinbrech;Sparriger St.;Saxifraga;L.;NA;NA;NA;NA
Steinbrech;Burser-St.;Saxifraga;L.;S. burseriana;Z;NA;W
Steinbrech;Kalkrand-St.;Saxifraga;L.;S. marginata;Z;NA;NA
Steinbrech;Balkan-St.;Saxifraga;L.;S. scardica;Z;NA;NA
Steinbrech;Pyrenäen-St.;Saxifraga;L.;P. pyrenaica;Z;NA;W
Steinbrech;Pyrenäen-St.;Saxifraga;L.;P. pyrenaica;Z;NA;NA
Steinbrech;Fettblatt-St., Strauß-St.;Saxifraga;L.;S. cotyledon;Z;NA;NA
Steinbrech;Krusten-St.;Saxifraga;L.;S. crustata;Z;NA;NA
Steinbrech;Host-St.;Saxifraga;L.;S. hostii;Z;NA;NA
Steinbrech;Trauben-St., Rispen-St.;Saxifraga;L.;S. paniculata;Z;NA;W
Steinbrech;Nelkenwurz-St.;Saxifraga;L.;S. × geum;Z;NA;W
Steinbrech;Zimbelkraut-St.;Saxifraga;L.;S. cymbalaria;Z;NA;W
Steinbrech;Hängender St., Judenbart;Saxifraga;L.;S. stolonifera;Z;NA;NA
Steinbrech;Herbst-St.;Saxifraga;L.;S. fortunei f.;Z;NA;NA
Steinbrech;Heilglöckelblättriger St.;Saxifraga;L.;S. cortusifolia;Z;NA;NA
Steinbrech;Körnchen-St., Knöllchen-St.;Saxifraga;L.;S. granulata;Z;NA;W
Steinbrech;Rundblättriger St.;Saxifraga;L.;S. rotundifolia;Z;NA;W
Steinbrech;Rauhaar-St.;Saxifraga;L.;S. hirsuta;Z;NA;NA
Steinbrech;Fetthennen-St.;Saxifraga;L.;S. aizoides;Z;NA;W
Steinbrech;Mannsschild-St.;Saxifraga;L.;S. androsacea;Z;NA;W
Steinbrech;Rauer St.;Saxifraga;L.;S. aspera;Z;NA;NA
Steinbrech;Moos-St.;Saxifraga;L.;S. bryoides;Z;NA;W
Steinbrech;Porzellanblümchen;Saxifraga;L.;S. × urbium;Z;NA;NA
Steinbrech;Schatten-St.;Saxifraga;L.;NA;NA;NA;NA
Steinbrech;Keilblättriger St.;Saxifraga;L.;S. cuneifolia;Z;NA;NA
Steinbrech;Moschus-St.;Saxifraga;L.;S. moschata;Z;NA;W
Steinbrech;Piemonteser St.;Saxifraga;L.;S. pedemontana;Z;NA;NA
Steinbrech;Mannsschild-St.;Saxifraga;L.;S. androsacea;Z;NA;W
Steinbrech;Astmoos-St.;Saxifraga;L.;NA;NA;NA;NA
Steinbrech;Dreigabliger St., Gabel-St.;Saxifraga;L.;S. trifurcata;Z;NA;NA
Steinbrech;Rasen-St.;Saxifraga;L.;S. rosacea;Z;NA;W
Steinbrech;Polster-St.;Saxifraga;L.;NA;NA;NA;NA
Telesonix;Telesonix;Telesonix;RAF.;NA;NA;NA;NA
Schaumblüte, Bischofskappe;Asiatische Sch.;Tiarella;L.;T. polyphylla;Z;NA;NA
Schaumblüte, Bischofskappe;Wherry-Sch.;Tiarella;L.;T. wherryi;Z;NA;NA
Schaumblüte, Bischofskappe;Wald-Sch., Herzblättrige Sch.;Tiarella;L.;T. cordifolia;Z;NA;NA
