genus_vernacular;species_vernacular;genus_scientific;species_scientific;frequency;primary_use;secondary_use;wild
Strauchpappel, Strauchmalve;Südfranzösische St.;Lavatera;L. olbia;Z s;Z;NA;NA
Layia;Weiße L.;Layia;L. glandulosa;Z s;Z;NA;NA
Layia;Gewöhnliche L.;Layia;L. platyglossa;Z s;Z;NA;NA
Layia;Wucherblumen-L.;Layia;L. chrysanthemoides;Z s;Z;NA;NA
Porst;Sumpf-P.;Ledum;L. palustre;Z s;Z;NA;W
Porst;Grönländischer P.;Ledum;L. groenlandicum;Z s;Z;NA;W
Frauenspiegel, Venusspiegel;Fünfkantiger F.;Legousia;L. pentagonia;Z s;Z;NA;NA
Frauenspiegel, Venusspiegel;Echter F.;Legousia;L. speculum-veneris;Z s;Z;NA;W
Sandmyrte;Sandmyrte;Leiophyllum;L. buxifolium;Z s;Z;NA;NA
Linse;Speise-L.;Lens;L. culinaris;N s;N;NA;NA
Löwenohr;Löwenohr;Leonotis;L. leonurus;Z s;Z;NA;NA
Löwentrapp, Leontice;Löwentrapp, Leontice;Leontice;L. leontopetalum;Z s;Z;NA;NA
Edelweiß;Alpen-E.;Leontopodium;L. alpinum;Z z;Z;NA;W
Edelweiß;Japan-E.;Leontopodium;L. japonicum;Z s;Z;NA;NA
Edelweiß;Soulie-E.;Leontopodium;L. souliei;Z s;Z;NA;NA
Edelweiß;Schönköpfiges E.;Leontopodium;L. calocephalum;Z s;Z;NA;NA
Edelweiß;Sibirisches E.;Leontopodium;L. leontopodioides;Z s;Z;NA;NA
Edelweiß;Palibin-E;Leontopodium;L. palibinianum;Z s;Z;NA;NA
Edelweiß;Ockerweißes E.;Leontopodium;L. ochroleucum;Z s;Z;NA;NA
Kresse;Garten-K.;Lepidium;L. sativum;N v;N;NA;W
Kresse;Breitblättrige K., Pfefferkraut;Lepidium;L. latifolium;NA;N;NA;W
Fiederpolster;Schwarzrotes F;Leptinella;L. atrata;Z s;Z;NA;NA
Fiederpolster;Zweihäusiges F.;Leptinella;L. dioica f.;Z s;Z;NA;NA
Fiederpolster;Wolliges F.;Leptinella;L. squalida f.;Z z;Z;NA;NA
Fiederpolster;Fingerkraut- F.;Leptinella;L. potentillina;Z s;Z;NA;NA
Herbstmargerite;Gewöhnliche H.;Leucanthemella;L. serotina;Z v;Z;NA;W
Alpenmargerite;Gewöhnliche A.;Leucanthemopsis;L. alpina;Z s;Z;NA;W
Margerite;Haller-M.;Leucanthemum;L. halleri;Z s;Z;NA;W
Margerite;Wiesen-M.;Leucanthemum;L. vulgare;Z v;Z;NA;W
Margerite;Garten-M.;Leucanthemum;L. maximum;Z v;Z;NA;NA
März(en)becher, Knotenblume;Frühlings-K., März(en)becher;Leucojum;L. vernum;Z v;Z;NA;W
März(en)becher, Knotenblume;Sommer-K.;Leucojum;L. aestivum;Z s;Z;NA;W
März(en)becher, Knotenblume;Rosa K.;Leucojum;L. roseum;Z s;Z;NA;NA
März(en)becher, Knotenblume;Herbst-K.;Leucojum;L. autumnale;Z s;Z;NA;NA
März(en)becher, Knotenblume;Haarblättrige K.;Leucojum;L. trichophyllum;Z s;Z;NA;NA
März(en)becher, Knotenblume;Nizza-K.;Leucojum;L. nicaeense;Z s;Z;NA;NA
Kugelkopf, Silberdrahtbusch;Kugelkopf, Silberdrahtbusch, Calocephalus;Leucophyta;L. brownii;Z z;Z;NA;NA
Zapfenkopf;Zapfenkopf;Leuzea;L. conifera;Z s;Z;NA;NA
Liebstöckel;Garten-Liebstöckel, Maggikraut;Levisticum;L. officinale;N v;N;NA;NA
Bitterwurz, Lewisie;Große B.;Lewisia;L. tweedyi;Z s;Z;NA;NA
Bitterwurz, Lewisie;Kurzkelchige B.;Lewisia;L. brachycalyx;Z s;Z;NA;NA
Bitterwurz, Lewisie;Nevada-B.;Lewisia;L. nevadensis;Z s;Z;NA;NA
Bitterwurz, Lewisie;Auferstehende B.;Lewisia;L. rediviva;Z s;Z;NA;NA
Bitterwurz, Lewisie;Gewöhnliche B.;Lewisia;L. cotyledon;Z z;Z;NA;NA
Bitterwurz, Lewisie;Columbia-B.;Lewisia;L. columbiana;Z s;Z;NA;NA
Bitterwurz, Lewisie;Große B.;Lewisia;L. tweedyi;Z s;NA;NA;NA
Roggengerste;Sand-Strandroggen, Blauer Helm;Leymus;L. arenarius;N v;Z;N;W
Roggengerste;Riesen-R.;Leymus;L. racemosus;Z z;Z;NA;NA
Prachtscharte;Ährige P.;Liatris;L. spicata;Z z;Z;NA;NA
Prachtscharte;Prärie-P., Dickährige P;Liatris;L. pycnostachya;Z s;Z;NA;NA
Goldkolben, Ligularie;Japanischer G.;Ligularia;L. japonica;Z s;Z;NA;NA
Goldkolben, Ligularie;Sibirischer G.;Ligularia;L. sibirica;Z s;Z;NA;NA
Goldkolben, Ligularie;Gezähnter G.;Ligularia;L. dentata;Z z;Z;NA;NA
Greiskraut, Kreuzkraut;Hodgson-G.;Ligularia;L. hodgsonii;Z s;Z;NA;NA
Greiskraut, Kreuzkraut;Palmblatt-G.;Ligularia;L. × yoshizoeana;Z z;Z;NA;NA
Greiskraut, Kreuzkraut;Przewalski-G.;Ligularia;L. przewalskii;Z s;Z;NA;NA
Greiskraut, Kreuzkraut;Großblatt-G.;Ligularia;L. macrophylla;Z s;Z;NA;NA
Greiskraut, Kreuzkraut;Schmalköpfiger G.;Ligularia;L. stenocephala;Z s;Z;NA;NA
Greiskraut, Kreuzkraut;Wilson-G.;Ligularia;L. wilsoniana;Z s;Z;NA;NA
Greiskraut, Kreuzkraut;Veitch-G.;Ligularia;L. veitchiana;Z s;Z;NA;NA
Mutterwurz;Alpen-M.;Ligusticum;L. mutellina;Z s;Z;NA;W
Lilie;Goldtürkenbund-L.;Lilium;L. hansonii;Z s;Z;NA;NA
Lilie;Türkenbund-L.;Lilium;L. martagon;Z z;Z;NA;W
Lilie;Kanadische Wiesen-L.;Lilium;L. canadense;Z s;Z;NA;NA
Lilie;Prächtige Türkenbund-L.;Lilium;L. superbum;Z s;Z;NA;NA
Lilie;Panther-L.;Lilium;L. pardalinum;Z s;Z;NA;NA
Lilie;Madonnen-L.;Lilium;L. candidum;Z v;Z;NA;NA
Lilie;Königs-L.;Lilium;L. regale;Z z;Z;NA;NA
Lilie;Sargent-L.;Lilium;L. sargentiae;Z s;Z;NA;NA
Lilie;Oster-L.;Lilium;L. longiflorum;Z s;Z;NA;NA
Lilie;Goldband-L.;Lilium;L. auratum;Z s;Z;NA;NA
Lilie;Pracht-L.;Lilium;L. speciosum;Z s;Z;NA;NA
Lilie;Nickende L;Lilium;L. cernuum;Z s;Z;NA;NA
Lilie;Nepal-L.;Lilium;L. nepalense;Z s;Z;NA;NA
Lilie;Feuer-L.;Lilium;L. bulbiferum;Z z;Z;NA;W
Lilie;Lackrote L., Korallen-L.;Lilium;L. pumilum;Z s;Z;NA;NA
Lilie;David-L.;Lilium;L. davidii;Z s;Z;NA;NA
Lilie;Tiger-L;Lilium;L. lancifolium;Z z;Z;NA;NA
Lilie;Henry-L.;Lilium;L. henryi;Z s;Z;NA;NA
Lilie;Chalzedon-L.;Lilium;L. chalcedonicum;Z s;Z;NA;NA
Lilie;Pyrenäen-L.;Lilium;L. pyrenaicum;Z s;Z;NA;NA
Lilie;Gelbe Kaukasus-L.;Lilium;L. monadelphum;Z s;Z;NA;NA
Sumpfblume;Douglas-S., Spiegeleierblume;Limnanthes;L. douglasii;Z s;Z;NA;NA
Strandflieder, Strandnelke;Nordafrikanischer S.;Limonium;L. bonduellei;Z s;Z;NA;NA
Strandflieder, Strandnelke;Geflügelter S.;Limonium;L. sinuatum;Z s;Z;NA;NA
Strandflieder, Strandnelke;Goldgelber S.;Limonium;L. aureum;Z s;Z;NA;NA
Strandflieder, Strandnelke;Gänseblümchenblättriger S.;Limonium;L. bellidifolium;Z s;Z;NA;NA
Strandflieder, Strandnelke;Kleiner S.;Limonium;L. minutum;Z s;Z;NA;NA
Strandflieder, Strandnelke;Breitblättriger S.;Limonium;L. latifolium;Z z;Z;NA;NA
Strandflieder, Strandnelke;Gewöhnlicher S.;Limonium;L. vulgare;Z z;Z;NA;W
Strandflieder, Strandnelke;Steppenschleier-S.;Limonium;L. gmelinii;Z z;Z;NA;NA
Linanthus, Bergphlox;Gemeiner L.;Linanthus;L. androsaceus;Z s;Z;NA;NA
Linanthus, Bergphlox;Nuttall-L.;Linanthus;L. nuttallii;Z s;Z;NA;NA
Linanthus, Bergphlox;Nelkenblütiger L.;Linanthus;L. dianthiflorus;Z s;Z;NA;NA
Linanthus, Bergphlox;Großblütiger L.;Linanthus;L. grandiflorus;Z z;Z;NA;NA
Leinkraut;Ginsterblättriges L.;Linaria;L. genistifolia;Z s;Z;NA;W
Leinkraut;Gewöhnliches L., Frauenflachs;Linaria;L. vulgaris;Z v;Z;NA;W
Leinkraut;Purpur-L.;Linaria;L. purpurea;Z s;Z;NA;NA
Leinkraut;Sommerblumen-L.;Linaria;L. bipartita-Hybriden;Z s;Z;NA;NA
Lindelofie;Langblättrige L.;Lindelofia;L. longiflora;Z s;Z;NA;NA
Lindheimerie, Texasstern;Texas-L., Texasstern;Lindheimera;L. texana;Z s;Z;NA;NA
Moosglöckchen;Nordisches M.;Linnaea;L. borealis;Z s;Z;NA;W
Lein;Kopfiger L.;Linum;L. capitatum;Z s;Z;NA;NA
Lein;Glockiger L.;Linum;L. campanulatum;Z s;Z;NA;NA
Lein;Gelber L.;Linum;L. flavum;Z s;Z;NA;W
Lein;Großblütiger L., Roter L.;Linum;L. grandiflorum;Z s;Z;NA;NA
Lein;Klebriger L.;Linum;L. viscosum;Z s;Z;NA;W
Lein;Zottiger L.;Linum;L. hirsutum;Z s;Z;NA;NA
Lein;Schmalblättriger L.;Linum;L. tenuifolium;Z s;Z;NA;W
Lein;Halbstrauch-L.;Linum;L. suffruticosum;Z s;Z;NA;NA
Lein;Saat-L., Flachs;Linum;L. usitatissimum;N z;N;NA;W
Lein;Narbonner L.;Linum;L. narbonense;N z;Z;NA;NA
Lein;Ausdauernder L., Dauer-L., Stauden-L.;Linum;L. perenne;Z s;Z;NA;W
Lein;Österreichischer L.;Linum;L. austriacum;Z s;Z;NA;W
Steinsame;Zwergstrauchiger St.;Lithodora;L. diffusa;Z s;Z;NA;NA
Loase;Dreiblättrige L.;Loasa;L. triphylla var. triphylla;Z s;Z;NA;NA
Lobelie;Zarte L.;Lobelia;L. tenuior;Z s;Z;NA;NA
Lobelie;Kap-L.;Lobelia;L. valida;Z s;Z;NA;NA
Lobelie;Blaue L., Männertreu;Lobelia;L. erinus;Z v;Z;NA;NA
Lobelie;Kardinals-L.;Lobelia;L. cardinalis;Z z;Z;NA;NA
Lobelie;Blaue Kardinals-L.;Lobelia;L. siphilitica;Z s;Z;NA;NA
Silberkraut, Strandkresse, Lobularie, Duftsteinrich;Strand-S.;Lobularia;L. maritima;Z v;Z;NA;W
Alpenazalee, Gämsheide;Alpenazalee, Gämsheide;Loiseleuria;L. procumbens;Z s;Z;NA;W
Weidelgras, Lolch;Ausdauerndes W., Deutsches W., Englisches Raygras –;Lolium;L. perenne;N v;N;NA;W
Weidelgras, Lolch;Vielblütiges W., Welsches W.;Lolium;L. multiflorum;N v;N;NA;NA
Gelber Leberbalsam;Gelber L.;Lonas;L. annua;Z z;Z;NA;NA
Lopezie;Mexikanische L.;Lopezia;L. racemosa;Z s;Z;NA;NA
Hornklee;Gewöhnlicher Hornklee;Lotus;L. corniculatus;Z s;N;NA;W
Lütkea;Westamerikanische L.;Luetkea;L. pectinata;Z s;Z;NA;NA
Schwammgurke;Schwammgurke;Luffa;L. aegyptiaca;Z s;Z;NA;NA
Silberblatt, Mondviole;Ausdauerndes S.;Lunaria;L. rediviva;Z s;Z;NA;W
Silberblatt, Mondviole;Einjähriges S.;Lunaria;L. annua;Z z;Z;NA;W
Lupine;Weiße L.;Lupinus;L. albus subsp. albus;Z s;Z;NA;NA
Lupine;Blaue L., Schmalblättrige L.;Lupinus;L. angustifolius;N s;N;NA;NA
Lupine;Hartweg-L.;Lupinus;L. hartwegii;Z z;Z;NA;NA
Lupine;Stauden-L., Vielblättrige L.;Lupinus;L. polyphyllus;N v;N;Z;W
Lupine;Dichtblütige L.;Lupinus;L. densiflorus;Z s;Z;NA;NA
Lupine;Gelbe L.;Lupinus;L. luteus;N z;N;NA;NA
Lupine;Veränderliche L.;Lupinus;L. mutabilis;Z z;Z;NA;NA
Lupine;Behaarte L.;Lupinus;L. pilosus;Z z;Z;NA;NA
Lupine;Weichhaarige L.;Lupinus;L. pubescens;Z z;Z;NA;NA
Froschkraut;Froschkraut, Schwimmlöffel;Luronium;L. natans;Z s;Z;NA;W
Hainbinse, Hainsimse;Haar-H.;Luzula;L. pilosa;Z s;Z;NA;W
Hainbinse, Hainsimse;Forster-H.;Luzula;L. forsteri;Z s;Z;NA;W
Hainbinse, Hainsimse;Wald-H.;Luzula;L. sylvatica;Z z;Z;NA;W
Hainbinse, Hainsimse;Schneeweiße H.;Luzula;L. nivea;Z z;Z;NA;W
Hainbinse, Hainsimse;Schmalblättrige H.;Luzula;L. luzuloides;Z z;Z;NA;W
Lycianthes;Enzianstrauch, Blauer Kartoffelstrauch;Lycianthes;L. rantonnei;Z z;Z;NA;NA
Tomate;Johannisbeer-Tomate;Lycopersicon;L. pimpinellifolium;N s;N;NA;NA
Tomate;Tomate;Lycopersicon;L. esculentum;N v;N;Z;NA
Wolfstrapp;Ufer-W.;Lycopus;L. europaeus;Z z;Z;NA;W
Scheinkalla;Weiße Sch.;Lysichiton;L. camtschatcensis;Z s;Z;NA;NA
Scheinkalla;Gelbe Sch.;Lysichiton;L. americanus;Z s;Z;NA;W
Gilbweiderich, Felberich;Japanischer G.;Lysimachia;L. japonica;Z s;Z;NA;NA
Gilbweiderich, Felberich;Purpurblütiger F.;Lysimachia;L. atropurpurea;Z s;Z;NA;NA
Gilbweiderich, Felberich;Iberischer F.;Lysimachia;L. ephemerum;Z s;Z;NA;NA
Gilbweiderich, Felberich;Fortune-F.;Lysimachia;L. fortunei;Z s;Z;NA;NA
Gilbweiderich, Felberich;Schnee-F., Entenschnabel-F.;Lysimachia;L. clethroides;Z s;Z;NA;NA
Gilbweiderich, Felberich;Schwerähriger F.;Lysimachia;L. barystachys;Z s;Z;NA;NA
Gilbweiderich, Felberich;Strauß-G.;Lysimachia;L. thyrsiflora;Z s;Z;NA;W
Gilbweiderich, Felberich;Gedrängtblütiger G.;Lysimachia;L. congestiflora;Z s;Z;NA;NA
Gilbweiderich, Felberich;Henry-G.;Lysimachia;L. henryi;Z z;Z;NA;NA
Gilbweiderich, Felberich;Bewimperter G.;Lysimachia;L. ciliata;Z s;Z;NA;NA
Gilbweiderich, Felberich;Gewöhnlicher G.;Lysimachia;L. vulgaris;Z z;Z;NA;W
Gilbweiderich, Felberich;Drüsiger G.;Lysimachia;L. punctata;Z z;Z;NA;W
Gilbweiderich, Felberich;Pfennig-G., Pfennigkraut;Lysimachia;L. nummularia;Z z;Z;NA;W
Gilbweiderich, Felberich;Hain-G.;Lysimachia;L. nemorum;Z s;Z;NA;W
Blutweiderich;Gewöhnlicher B.;Lythrum;L. salicaria;Z z;Z;NA;W
Blutweiderich;Geflügelter B.;Lythrum;L. alatum;Z s;Z;NA;NA
Blutweiderich;Ruten-B.;Lythrum;L. virgatum;Z s;Z;NA;NA
Federmohn;Weißer F.;Macleaya;M. cordata;Z s;Z;NA;NA
Federmohn;Ockerfarbiger F.;Macleaya;M. microcarpa;Z v;Z;NA;NA
Schattenblümchen;Zweiblättriges Sch.;Maianthemum;M. bifolium;Z s;Z;NA;W
Schattenblümchen;Rispen-Sch., Duftsiegel;Maianthemum;M. racemosum;Z s;Z;NA;NA
Schattenblümchen;Stern-Sch.;Maianthemum;M. stellatum;Z s;Z;NA;NA
Majoran;Majoran;Majorana;M. hortensis;N v;N;NA;NA
Malcolmie, Meerviole;Meeresstrand-M.;Malcolmia;M. maritima;Z s;Z;NA;NA
Sommermalve;Spanische S.;Malope;M. trifida;Z z;Z;NA;NA
Malve;Spitzblatt-M., Sigmarswurz;Malva;M. alcea;Z s;Z;NA;W
Malve;Moschus-M.;Malva;M. moschata;Z s;Z;NA;W
Malve;Quirl-M.;Malva;M. verticillata;N s;N;NA;W
Malve;Wilde M., Rosspappel, Große Käsepappel;Malva;M. sylvestris;Z z;Z;NA;W
Manettie;Gelbrote M.;Manettia;M. luteorubra;Z s;Z;NA;NA
Perlbeere;Perlbeere;Margyricarpus;M. pinnatus;Z s;Z;NA;NA
Andorn;Gewöhnlicher A.;Marrubium;M. vulgare;Z s;Z;NA;W
Andorn;Samtiger A.;Marrubium;M. velutinum;Z s;Z;NA;NA
Andorn;Griechischer A.;Marrubium;M. cylleneum;Z s;Z;NA;NA
Andorn;Aschgrauer A.;Marrubium;M. incanum;Z s;Z;NA;NA
Andorn;Spanischer A.;Marrubium;M. supinum;Z z;Z;NA;NA
Martynie;Einjährige M.;Martynia;M. annua;Z s;Z;NA;NA
Kamille;Echte K.;Matricaria;M. recutita;N z;N;NA;W
Levkoje;Abend-L.;Matthiola;M. longipetala;Z s;Z;NA;NA
Levkoje;Garten-L.;Matthiola;M. incana;Z v;Z;NA;NA
Zwergwucherblume;Weiße Z., Sumpf-Z.;Mauranthemum;M. paludosum;Z s;Z;NA;NA
Lippenmäulchen;Zwerg-L.;Mazus;M. pumilio;Z s;Z;NA;NA
Lippenmäulchen;Kriechendes L.;Mazus;M. radicans;N s;Z;NA;NA
Scheinmohn, Keulenmohn;Stachliger Sch.;Meconopsis;M. horridula f.;Z s;Z;NA;NA
Scheinmohn, Keulenmohn;Gelbhaariger Sch.;Meconopsis;M. integrifolia;Z s;Z;NA;NA
Scheinmohn, Keulenmohn;Fünfnerviger Sch.;Meconopsis;M. quintuplinervia;Z s;Z;NA;NA
Scheinmohn, Keulenmohn;Zottiger Sch., Cathcartie;Meconopsis;M. villosa;Z s;Z;NA;NA
Scheinmohn, Keulenmohn;Kambrischer Sch., Wald-Sch., Pyrenäen-Sch.;Meconopsis;M. cambrica;Z z;Z;NA;NA
Scheinmohn, Keulenmohn;Schöllkrautblättriger Sch.;Meconopsis;M. chelidoniifolia;Z s;Z;NA;NA
Scheinmohn, Keulenmohn;Rispiger Sch.;Meconopsis;M. paniculata;Z s;Z;NA;NA
Scheinmohn, Keulenmohn;Dhwoji-Sch.;Meconopsis;M. dhwojii;Z s;Z;NA;NA
Scheinmohn, Keulenmohn;Nepal-Sch., Satin-Sch.;Meconopsis;M. napaulensis;Z s;Z;NA;NA
Scheinmohn, Keulenmohn;Großer Sch.;Meconopsis;M. grandis;Z z;Z;NA;NA
Scheinmohn, Keulenmohn;Blauer Sch., Himalaja-Sch.;Meconopsis;M. betonicifolia;Z z;Z;NA;NA
Luzerne, Schneckenklee;Gelbklee, Hopfenklee, Hopfen-L.;Medicago;M. lupulina;N s;N;NA;W
Luzerne, Schneckenklee;Saat-L.;Medicago;M. sativa;N v;NA;N;NA
Meehanie;Nesselblättrige M.;Meehania;M. urticifolia;Z s;Z;NA;NA
Myrtenheide;Hartheublättrige M.;Melaleuca;M. hypericifolia;Z s;Z;NA;NA
Sterntaler;Sumpf-St.;Melampodium;M. divaricatum;Z z;Z;NA;NA
Melanthium, Büschelblume;Virginia-M.;Melanthium;M. virginicum;Z s;Z;NA;NA
Perlgras;Hohes P.;Melica;M. altissima;Z s;Z;NA;W
Perlgras;Wimper-P.;Melica;M. ciliata;Z z;Z;NA;W
Steinklee;Weißer St., Bokharaklee;Melilotus;M. albus;N s;N;NA;W
Steinklee;Echter St.;Melilotus;M. officinalis;N s;N;NA;W
Melisse;Zitronen-M.;Melissa;M. officinalis;N v;N;NA;W
Immenblatt;Immenblatt;Mellitis;M. melissophyllum;Z s;Z;NA;W
Minze;Quirl-M.;Mentha;M. × verticillata;Z z;Z;NA;NA
Minze;Hirsch-M.;Mentha;M. cervina;Z s;Z;NA;NA
Minze;Korsische M., Zarte M.;Mentha;M. requienii;Z s;Z;NA;NA
Minze;Polei-M.;Mentha;M. pulegium;Z z;Z;NA;NA
Minze;Wasser-M.;Mentha;M. aquatica;Z z;Z;NA;NA
Minze;Dalmatiner M.;Mentha;M. × dalmatica;N s;N;NA;NA
Minze;Kärntner M.;Mentha;M. × carinthiaca;N s;N;NA;NA
Minze;Edel-M.;Mentha;M. × gracilis;N v;N;NA;NA
Minze;Rote M.;Mentha;M. × smithiana;N z;N;NA;NA
Minze;Pfeffer-M.;Mentha;M. × piperita;N v;N;NA;NA
Minze;Liebliche M.;Mentha;M. × suavis;N s;N;NA;NA
Minze;Grüne M.;Mentha;M. spicata;N z;N;NA;NA
Minze;Rundblättrige M.;Mentha;M. suaveolens;N z;N;NA;NA
Minze;Zottige M., Apfel-M.;Mentha;M. × villosa;N v;N;NA;NA
Minze;Ross-M.;Mentha;M. longifolia;Z z;Z;NA;NA
Minze;Falsche Apfel-M.;Mentha;M. rotundifolia;N z;N;NA;NA
Minze;Gezähnte M.;Mentha;M. × villosonervata;N s;N;NA;NA
Mentzelie;Zehnblättrige M.;Mentzelia;M. decapetala;Z s;Z;NA;NA
Mentzelie;Lindley-M.;Mentzelia;M. lindleyi;Z s;Z;NA;NA
Mentzelie;Glattstänglige M.;Mentzelia;M. laevicaulis;Z s;Z;NA;NA
Fieberklee;Fieberklee, Bitterklee;Menyanthes;M. trifoliata;Z s;Z;NA;W
Blauglöckchen;Virginisches B.;Mertensia;M. virginica;Z s;Z;NA;NA
Blauglöckchen;Rispiges B.;Mertensia;M. paniculata;Z s;Z;NA;NA
Blauglöckchen;Behaartes B.;Mertensia;M. echioides;Z s;Z;NA;NA
Blauglöckchen;Primelähnliches B.;Mertensia;M. primuloides;Z z;Z;NA;NA
Blauglöckchen;Alpines B.;Mertensia;M. alpina;Z s;Z;NA;NA
Eiskraut;Kristall-E.;Mesembryanthemum;M. crystallinum;Z s;Z;NA;NA
Bärwurz;Bärwurz, Bärenkümmel;Meum;M. athamanticum;Z s;NA;NA;W
Türkenglocke, Michauxie;Gewöhnliche T.;Michauxia;M. campanuloides;Z s;Z;NA;NA
Mikanie;Kletter-Mikanie;Mikania;M. scandens;Z s;Z;NA;NA
Flattergras;Wald-F.;Milium;M. effusum;Z s;Z;NA;W
Gauklerblume;Strauchige G.;Mimulus;M. aurantiacus;Z s;Z;NA;NA
Gauklerblume;Blaue G.;Mimulus;M. ringens;Z s;Z;NA;NA
Gauklerblume;Kupferrote G.;Mimulus;M. cupreus;Z z;Z;NA;NA
Gauklerblume;Gefleckte G.;Mimulus;M. guttatus;Z z;Z;NA;W
Gauklerblume;Gelbe G.;Mimulus;M. luteus;Z z;Z;NA;NA
Gauklerblume;Moschus-G.;Mimulus;M. moschatus;Z s;Z;NA;W
Gauklerblume;Scharlachrote G.;Mimulus;M. cardinalis;Z z;Z;NA;NA
Miere;Grasblättrige M.;Minuartia;M. graminifolia;Z v;Z;NA;NA
Miere;Frühlings-M., Kupferblümchen;Minuartia;M. verna;Z z;Z;NA;W
Miere;Nadelblättrige M.;Minuartia;M. laricifolia;Z z;Z;NA;NA
Wunderblume;Gewöhnliche W.;Mirabilis;M. jalapa;Z v;Z;NA;NA
Wunderblume;Langröhrige W.;Mirabilis;M. longiflora;Z s;Z;NA;NA
Stielblütengras;Japanisches St.;Miscanthus;M. sinensis;Z v;Z;NA;NA
Stielblütengras;Großes St.;Miscanthus;M. sacchariflorus;Z z;Z;NA;NA
Stielblütengras;Riesen-Chinaschilf;Miscanthus;M. × giganteus;N s;Z;N;NA
Rebhuhnbeere;Kriechende R.;Mitchella;M. repens;Z s;Z;NA;NA
Bischofskappe;Gegenblättrige B.;Mitella;M. diphylla;Z s;Z;NA;NA
Bischofskappe;Wechselblättrige B.;Mitella;M. caulescens;Z z;Z;NA;NA
Bischofskappe;Zehnmännige B.;Mitella;M. nuda;Z s;Z;NA;NA
Bischofskappe;Fünfmännige B.;Mitella;M. pentandra;Z s;Z;NA;NA
Bischofskappe;Brewer-B.;Mitella;M. breweri;Z s;Z;NA;NA
Bischofskappe;Rauhaarige B.;Mitella;M. ovalis;Z s;Z;NA;NA
Bischofskappe;Einseitswendige B.;Mitella;M. stauropetala;Z s;Z;NA;NA
Bischofskappe;Dreispaltige B.;Mitella;M. trifida;Z s;Z;NA;NA
Nabelmiere;Moos-N.;Moehringia;M. muscosa;Z z;Z;NA;W
Pfeifengras;Rohr-Pf.;Molinia;M. arundinacea;Z s;Z;NA;W
Striemendolde;Striemendolde;Molopospermum;M. peloponnesiacum;Z s;Z;NA;NA
Moltkie;Felsen-M.;Moltkia;M. petraea;Z s;Z;NA;NA
Moltkie;Doerfler-M.;Moltkia;M. doerfleri;Z s;Z;NA;NA
Moltkie;Italienische M.;Moltkia;M. suffruticosa;Z s;Z;NA;NA
Muschelblume;Muschelblume;Moluccella;M. laevis;Z s;Z;NA;NA
Monarde, Indianernessel;Punktierte M.;Monarda;M. punctata;Z v;Z;NA;NA
Monarde, Indianernessel;Zitronen-M.;Monarda;M. officinalis;N v;N;NA;W
Monarde, Indianernessel;Russel-M.;Monarda;M. russeliana;Z s;Z;NA;NA
Monarde, Indianernessel;Scharlach-M., Goldmelisse;Monarda;M. didyma;Z s;Z;NA;NA
Monarde, Indianernessel;Wilde M.;Monarda;M. fistulosa;Z s;Z;NA;NA
Moricandie;Feld-M.;Moricandia;M. arvensis;Z s;Z;NA;NA
Kardendistel;Langblättrige K.;Morina;M. longifolia;Z s;Z;NA;NA
Kardendistel;Coulter-K.;Morina;M. coulteriana;Z s;Z;NA;NA
Mühlenbeckie, Drahtstrauch;Achselblütige M.;Muehlenbeckia;M. axillaris;Z s;Z;NA;NA
Ahornblatt;Ahornblatt;Mukdenia;M. rossi;Z s;Z;NA;NA
Banane;Japanische Faser-B.;Musa;M. basjoo;Z s;Z;NA;NA
Träubel, Traubenhyazinthe;Schopf-T.;Muscari;M. comosum;Z s;Z;NA;W
Träubel, Traubenhyazinthe;Großfrüchtiges T.;Muscari;M. macrocarpum;Z s;Z;NA;NA
Träubel, Traubenhyazinthe;Moschus- T.;Muscari;M. muscarimi;Z s;Z;NA;NA
Träubel, Traubenhyazinthe;Himmelblaues T., Scheinhyazinthe;Muscari;M. azureum;Z s;Z;NA;NA
Träubel, Traubenhyazinthe;Weinbergs-T., Übersehenes T.;Muscari;M. neglectum;Z v;Z;NA;W
Träubel, Traubenhyazinthe;Breitblättriges T.;Muscari;M. latifolium;Z s;Z;NA;NA
Träubel, Traubenhyazinthe;Armenisches T.;Muscari;M. armeniacum;Z v;Z;NA;W
Träubel, Traubenhyazinthe;Aucher-T;Muscari;M. aucheri;Z s;Z;NA;NA
Träubel, Traubenhyazinthe;Kleines T.;Muscari;M. botryoides;Z z;Z;NA;W
Vergissmeinnicht;Sumpf-V.;Myosotis;M. scorpioides;Z z;Z;NA;W
Vergissmeinnicht;Neuseeländisches V.;Myosotis;M. colensoi;Z s;Z;NA;NA
Vergissmeinnicht;Bodensee-V.;Myosotis;M. rehsteineri;Z s;Z;NA;W
Vergissmeinnicht;Alpen-V.;Myosotis;M. alpestris;Z s;Z;NA;W
Vergissmeinnicht;Wald-V., Garten-V.;Myosotis;M. sylvatica;Z v;Z;NA;W
Tausendblatt;Brasilianisches T., Papageienfeder;Myriophyllum;M. aquaticum;Z s;Z;NA;NA
Tausendblatt;Quirl-T.;Myriophyllum;M. verticillatum;Z s;Z;NA;W
Tausendblatt;Ähren-T.;Myriophyllum;M. spicatum;Z s;Z;NA;W
Tausendblatt;Verschiedenblättriges T.;Myriophyllum;M. heterophyllum;Z s;Z;NA;W
Tausendblatt;Täuschendes T.;Myriophyllum;M. simulans;Z s;Z;NA;NA
