genus_vernacular;species_vernacular;genus_scientific;species_scientific;primary_use;secondary_use;wild
Tafelblatt;Tafelblatt;Astilboides;A. tabularis;NA;NA;NA
Tanakea;Wurzelnde T., Japanische Schaumblüte;Tanakea;T. radicans;Z;NA;NA
Ahornblatt;Ahornblatt;Mukdenia;M. rossi;Z;NA;NA
Bergenie;Purpurrötliche B.;Bergenia;B. purpurascens f.;Z;NA;NA
Bergenie;Herzblättrige B.;Bergenia;B. cordifolia;Z;NA;NA
Bergenie;Dickblatt-B.;Bergenia;B. crassifolia;Z;NA;NA
Bergenie;Kaschmir-B.;Bergenia;B. ciliata f. ciliata;Z;NA;NA
Brandkraut;Kaschmir-B.;Phlomis;P. cashmeriana;Z;NA;NA
Bergenie;Garten-B.;Bergenia;B. × schmidtii;Z;NA;NA
Bohne;Garten-B.;Phaseolus;Ph. Vulgaris;N;NA;NA
Boykinie;Rundblättrige B.;Bergenia;B. rotundifolia;Z;NA;NA
Boykinie;Eisenhutblättrige B.;Bergenia;B. aconitifolia;Z;NA;NA
Peltoboykinie;Tellimaähnliche P.;Peltoboykinia;P. tellimoides;Z;NA;NA
Schildblatt;Schildblatt;Darmera;R. thora;Z;NA;NA
Steinbrech;Roter St., Gegenblättriger St.;Saxifraga;S. oppositifolia;Z;NA;W
Steinbrech;Kies-St.;Saxifraga;S. mutata;Z;NA;W
Steinbrech;Wacholderblättriger St.;Saxifraga;S. juniperifolia;Z;NA;NA
Steinbrech;Athos-St.;Saxifraga;S. sancta;Z;NA;NA
Steinbrech;Hauswurz-St.;Saxifraga;S. sempervivum;Z;NA;NA
Steinbrech;Kies-St.;Saxifraga;S. mutata;Z;NA;W
Steinbrech;Mazedonischer St., Ferdinand von Coburg-St.;Saxifraga;S. ferdinandi-coburgi;Z;NA;NA
Steinbrech;Blaugrüner St.;Saxifraga;S. caesia;Z;NA;W
Steinbrech;Burser-St.;Saxifraga;S. burseriana;Z;NA;W
Steinbrech;Kalkrand-St.;Saxifraga;S. marginata;Z;NA;NA
Steinbrech;Balkan-St.;Saxifraga;S. scardica;Z;NA;NA
Steinbrech;Fettblatt-St., Strauß-St.;Saxifraga;S. cotyledon;Z;NA;NA
Steinbrech;Krusten-St.;Saxifraga;S. crustata;Z;NA;NA
Steinbrech;Host-St.;Saxifraga;S. hostii;Z;NA;NA
Steinbrech;Trauben-St., Rispen-St.;Saxifraga;S. paniculata;Z;NA;W
Steinbrech;Nelkenwurz-St.;Saxifraga;S. × geum;Z;NA;W
Steinbrech;Zimbelkraut-St.;Saxifraga;S. cymbalaria;Z;NA;W
Steinbrech;Hängender St., Judenbart;Saxifraga;S. stolonifera;Z;NA;NA
Steinbrech;Herbst-St.;Saxifraga;S. fortunei f.;Z;NA;NA
Steinbrech;Heilglöckelblättriger St.;Saxifraga;S. cortusifolia;Z;NA;NA
Steinbrech;Körnchen-St., Knöllchen-St.;Saxifraga;S. granulata;Z;NA;W
Steinbrech;Rundblättriger St.;Saxifraga;S. rotundifolia;Z;NA;W
Steinbrech;Rauhaar-St.;Saxifraga;S. hirsuta;Z;NA;NA
Steinbrech;Fetthennen-St.;Saxifraga;S. aizoides;Z;NA;W
Steinbrech;Mannsschild-St.;Saxifraga;S. androsacea;Z;NA;W
Steinbrech;Rauer St.;Saxifraga;S. aspera;Z;NA;NA
Steinbrech;Moos-St.;Saxifraga;S. bryoides;Z;NA;W
Steinbrech;Porzellanblümchen;Saxifraga;S. × urbium;Z;NA;NA
Steinbrech;Schatten-St.;Saxifraga;S. umbrosa;Z;NA;NA
Steinbrech;Keilblättriger St.;Saxifraga;S. cuneifolia;Z;NA;NA
Steinbrech;Moschus-St.;Saxifraga;S. moschata;Z;NA;W
Steinbrech;Piemonteser St.;Saxifraga;S. pedemontana;Z;NA;NA
Steinbrech;Mannsschild-St.;Saxifraga;S. androsacea;Z;NA;W
Steinbrech;Astmoos-St.;Saxifraga;S. hypnoides;NA;NA;NA
Steinbrech;Dreigabliger St., Gabel-St.;Saxifraga;S. trifurcata;Z;NA;NA
Steinbrech;Rasen-St.;Saxifraga;S. rosacea;Z;NA;W
Telesonix;Telesonix;Telesonix;T. jamesii;Z;NA;NA
Schaumblüte, Bischofskappe;Asiatische Sch.;Tiarella;T. polyphylla;Z;NA;NA
Schaumblüte, Bischofskappe;Wherry-Sch.;Tiarella;T. wherryi;Z;NA;NA
Schaumblüte, Bischofskappe;Wald-Sch., Herzblättrige Sch.;Tiarella;T. cordifolia;Z;NA;NA
Schaumblüte, Bischofskappe;Lappenblättrige Sch.;Tiarella;T. unifoliolata;Z;NA;NA
Schaumblüte, Bischofskappe;Dreiblättrige Sch.;Tiarella;T. trifoliata;Z;NA;NA
Schaumblüte, Bischofskappe;Schlitzblättrige Sch.;Tiarella;T. laciniata;Z;NA;NA
Purpurglöckchen;Echtes P.;Heuchera;H. sanguinea;Z;NA;NA
Purpurglöckchen;Zylindrisches P.;Heuchera;H. cylindrica;Z;NA;NA
Purpurglöckchen;Johannisbeerblättriges P.;Heuchera;H. grossulariifolia;Z;NA;NA
Purpurglöckchen;Prärie-P.;Heuchera;H. richardsonii;Z;NA;NA
Purpurglöckchen;Hohes P.;Heuchera;H. americana;Z;NA;NA
Perlgras;Hohes P.;Melica;M. altissima;Z;NA;W
Purpurglöckchen;Kahles P.;Heuchera;H. glabra;Z;NA;NA
Purpurglöckchen;Kleinblütiges P.;Heuchera;H. micrantha;Z;NA;NA
Lebendblatt;Lebendblatt, Henne mit Küken;Tolmiea;T. menziesii;Z;NA;NA
Bischofskappe;Gegenblättrige B.;Mitella;M. diphylla;Z;NA;NA
Bischofskappe;Wechselblättrige B.;Mitella;M. caulescens;Z;NA;NA
Bischofskappe;Zehnmännige B.;Mitella;M. nuda;Z;NA;NA
Bischofskappe;Fünfmännige B.;Mitella;M. pentandra;Z;NA;NA
Bischofskappe;Brewer-B.;Mitella;M. breweri;Z;NA;NA
Bischofskappe;Rauhaarige B.;Mitella;M. ovalis;Z;NA;NA
Bischofskappe;Einseitswendige B.;Mitella;M. stauropetala;Z;NA;NA
Bischofskappe;Dreispaltige B.;Mitella;M. trifida;Z;NA;NA
Tellima;Großblütige T., Falsche Alraunwurzel;Tellima;T. grandiflora;Z;NA;NA
Brautkranz;Brautkranz;Francoa;F. sonchifolia;Z;NA;NA
Schlauchpflanze;Rotbraune S.;Sarracenia;S. purpurea subsp. purpurea;Z;NA;NA
Venusfliegenfalle;Venusfliegenfalle;Dionaea;D. muscipula;Z;NA;NA
Sonnentau;Fadenblättriger S.;Drosera;D. filiformis;Z;NA;NA
Sonnentau;Gabelblättriger S.;Drosera;D. binata;Z;NA;NA
Sonnentau;Rundblättriger S.;Drosera;D. rotundifolia;Z;NA;W
Sonnentau;Linealblättriger S.;Drosera;D. linearis;Z;NA;NA
Sonnentau;Langblättriger S.;Drosera;D. longifolia;Z;NA;W
Sonnentau;Mittlerer S.;Drosera;D. intermedia;Z;NA;W
Fuchsbohne;Lanzettliche F.;Thermopsis;Th. lanceolata;Z;NA;NA
Fuchsbohne;Zottige F.;Thermopsis;Th. villosa;Z;NA;NA
Fuchsbohne;Berg-F.;Thermopsis;Th. montana;Z;NA;NA
Flockenblume, Kornblume;Berg-F.;Centaurea;C. montana;Z;NA;W
Frauenschuh;Berg-F.;Cypripedium;C. montanum;Z;NA;NA
Fuchsbohne;Echte F.;Thermopsis;Th. lupinoides;Z;NA;NA
Färberhülse;Echte F., Falscher Indigo;Baptisia;B. tinctoria;Z;NA;NA
Färberhülse;Blaue F.;Baptisia;B. australis;Z;NA;NA
Lupine;Weiße L.;Lupinus;L. albus subsp. albus;Z;NA;NA
Lupine;Blaue L., Schmalblättrige L.;Lupinus;L. angustifolius;N;NA;NA
Lupine;Hartweg-L.;Lupinus;L. hartwegii;Z;NA;NA
Lupine;Stauden-L., Vielblättrige L.;Lupinus;L. polyphyllus;N;Z;NA
Lupine;Dichtblütige L.;Lupinus;L. densiflorus;Z;NA;NA
Lupine;Gelbe L.;Lupinus;L. luteus;N;NA;NA
Lupine;Veränderliche L.;Lupinus;L. mutabilis;Z;NA;NA
Lupine;Behaarte L.;Lupinus;L. pilosus;Z;NA;NA
Lupine;Weichhaarige L.;Lupinus;L. pubescens;Z;NA;NA
Lupine;Zwerg-L.;Lupinus;L. nanus;Z;NA;NA
Bockshornklee, Schabzi(e)gerklee;Schabzi(e)gerklee;Trigonella;T. caerulea;N;NA;NA
Bockshornklee, Schabzi(e)gerklee;Bockshornklee;Trigonella;T. foenum-graecum;N;NA;NA
Steinklee;Weißer St., Bokharaklee;Melilotus;M. albus;N;NA;W
Steinklee;Echter St.;Melilotus;M. officinalis;N;NA;W
Luzerne, Schneckenklee;Gelbklee, Hopfenklee, Hopfen-L.;Medicago;M. lupulina;N;NA;W
Luzerne, Schneckenklee;Saat-L.;Medicago;C. sativa;Z;N;NA
Klee;Schweden-K.;Trifolium;T. hybridum;N;NA;W
Klee;Gold-K.;Trifolium;T. aureum;N;NA;W
Kälberkropf;Gold-K.;Chaerophyllum;Ch. aureum;Z;NA;W
Krokus;Gold-K.;Crocus;C. flavus;Z;NA;NA
Klee;Kleiner K;Trifolium;T. dubium;N;NA;W
Klee;Persischer K.;Trifolium;T. resupinatum;N;NA;NA
Klee;Erdbeer-K.;Trifolium;T. fragiferum;N;NA;W
Klee;Alexandriner K.;Trifolium;T. alexandrinum;N;NA;NA
Klee;Weiß-K.;Trifolium;T. repens;N;NA;W
Klee;Inkarnat-K;Trifolium;T. incarnatum;N;NA;NA
Klee;Rot-K.;Trifolium;T. pratense;N;NA;W
Wundklee;Berg-W.;Anthyllis;A. montana;Z;NA;NA
Hornklee;Gewöhnlicher Hornklee;Lotus;L. corniculatus;N;NA;W
Geißraute;Echte Geißraute;Galega;G. officinalis;Z;N;NA
Süßholz;Echtes Süßholz;Glycyrrhiza;G. glabra;N;NA;NA
Serradella;Serradella;Ornithopus;O. sativus;N;NA;NA
Kronwicke;Bunte K.;Coronilla;C. varia;Z;N;NA
Kronwicke;Berg-K.;Coronilla;P. montana;Z;NA;NA
Kronwicke;Scheiden-K.;Coronilla;C. vaginalis;Z;NA;W
Süßklee;Vielpaariger S.;Hedysarum;H. multijugum;Z;NA;NA
Esparsette;Berg-E.;Onobrychis;E. derenbergii;Z;NA;W
Esparsette;Saat-E.;Onobrychis;O. viciifolia;N;NA;W
Wicke;Einpaarige W.;Vicia;V. unijuga;Z;NA;NA
Wicke;Ackerbohne, Saubohne;Vicia;V. faba;N;NA;NA
Wicke;Zottel-W.;Vicia;V. villosa;N;NA;W
Wicke;Pannonische W.;Vicia;V. pannonica;N;NA;W
Wicke;Saat-W.;Vicia;V. sativa;N;NA;W
Wucherblume;Saat-W.;Glebionis;G. segetum;Z;NA;W
Linse;Speise-L.;Lens;L. culinaris;N;NA;NA
Platterbse;Frühlings-P.;Lathyrus;L. vernus;Z;NA;W
Platterbse;Transsilvanische P.;Lathyrus;L. transsilvanicus;Z;NA;NA
Platterbse;Großblütige P.;Lathyrus;L. grandiflorus;Z;NA;NA
Platterbse;Saat-P.;Lathyrus;L. sativus;N;NA;NA
Pastinak;Saat-P.;Pastinaca;P. sativa;N;NA;W
Platterbse;Duftende P.;Lathyrus;L. odoratus;Z;NA;NA
Platterbse;Wald-P.;Lathyrus;P. elatio;Z;NA;W
Platterbse;Breitblättrige P.;Lathyrus;P. latifolia;Z;NA;NA
Erbse;Saat-, Speise-E.;Pisum;P. sativum subsp. Sativum;N;NA;NA
Sojabohne;Sojabohne;Glycine;G. max;N;NA;NA
Bohne;Feuer-B.;Phaseolus;Ph. coccineus;Z;N;NA
Raute;Wein-R.;Ruta;R. graveolens;N;Z;NA
Diptam;Diptam;Dictamnus;D. albus;Z;NA;W
Ballonrebe, Herzsame;Ballonrebe, Herzsame;Cardiospermum;C. halicacabum;Z;NA;NA
Springkraut;Hawker-S.;Impatiens;I. hawkeri;Z;NA;NA
Springkraut;Kriechendes S.;Impatiens;I. repens;Z;NA;NA
Springkraut;Garten-S., Balsamine;Impatiens;I. balsamina;Z;NA;NA
Springkraut;Niam-Niam-S.;Impatiens;I. niamniamensis;Z;NA;NA
Springkraut;Drüsiges S.;Impatiens;I. glandulifera;Z;NA;W
Springkraut;Soden-S.;Impatiens;I. sodenii;Z;NA;NA
Springkraut;Fleißiges Lieschen;Impatiens;I. walleriana f.;Z;NA;NA
Springkraut;Assam-S.;Impatiens;I. marianae f.;Z;NA;NA
Springkraut;Balfour-S.;Impatiens;I. balfourii f.;Z;NA;NA
Springkraut;Orangefarbenes S.;Impatiens;I. capensis;Z;NA;NA
Springkraut;Großes S., Rührmichnichtan;Impatiens;I. noli-tangere;Z;NA;W
Lein;Kopfiger L.;Linum;L. capitatum;Z;NA;NA
Lein;Glockiger L.;Linum;L. campanulatum;Z;NA;NA
Lein;Gelber L.;Linum;L. flavum;Z;NA;W
Gelber Leberbalsam;Gelber L.;Lonas;L. annua;Z;NA;NA
Lauch, Zwiebel –;Gelber L.;Allium;A. flavum;Z;N;NA
Lein;Großblütiger L., Roter L.;Linum;L. grandiflorum;Z;NA;NA
Lein;Klebriger L.;Linum;L. viscosum;Z;NA;W
Lein;Zottiger L.;Linum;L. hirsutum;Z;NA;NA
Lein;Schmalblättriger L.;Linum;L. tenuifolium;Z;NA;W
Lein;Halbstrauch-L.;Linum;L. suffruticosum;Z;NA;NA
Lein;Saat-L., Flachs;Linum;L. usitatissimum;N;NA;W
Lein;Narbonner L.;Linum;L. narbonense;Z;NA;NA
Lein;Ausdauernder L., Dauer-L., Stauden-L.;Linum;L. perenne;Z;NA;W
Lein;Österreichischer L.;Linum;L. austriacum;Z;NA;W
Sauerklee;Keilblättriger S.;Oxalis;O. lasiandra;Z;NA;NA
Sauerklee;Kordilleren-S.;Oxalis;O. adenophylla;Z;NA;NA
Sauerklee;Neunblättriger S.;Oxalis;O. enneaphylla;Z;NA;NA
Sauerklee;Vierblättriger S., Glücksklee;Oxalis;O. tetraphylla;Z;NA;NA
Sauerklee;Nickender S., Ziegenfuß-S.;Oxalis;O. pes-caprae;Z;NA;NA
Sauerklee;Gehörnter S., Horn-S.;Oxalis;O. corniculata;Z;NA;W
Sauerklee;Valdivia-S.;Oxalis;O. valdiviensis;Z;NA;NA
Sauerklee;Knolliger S., Oca;Oxalis;O. tuberosa;Z;N;NA
Sauerklee;Buschiger S.;Oxalis;O. vulcanicola;Z;NA;NA
Sauerklee;Niederliegender S;Oxalis;O. depressa;Z;NA;NA
Sauerklee;Purpur-S.;Oxalis;O. purpurea;Z;NA;NA
Sauerklee;Wald-S.;Oxalis;O. acetosella;Z;NA;W
Sauerklee;Schmetterlingsblättriger S.;Oxalis;O. triangularis;Z;NA;NA
Sauerklee;Großblütiger S., Bowie-S.;Oxalis;O. bowiei;Z;NA;NA
Sauerklee;Brasilianischer S.;Oxalis;O. corymbosa;Z;NA;NA
Storchschnabel;Silber-St.;Geranium;G. argenteum;Z;NA;NA
Straußmargerite, Rainfarn, Pyrethrum, Mutterkraut –;Silber-St.;Tanacetum;T. argenteum;Z;NA;NA
Storchschnabel;Farrer-St.;Geranium;G. farreri;Z;NA;NA
Storchschnabel;Pylzow-St;Geranium;G. pylzowianum;Z;NA;NA
Storchschnabel;Grauer St.;Geranium;G. cinereum;Z;NA;NA
Storchschnabel;Schwarzäugiger St.;Geranium;G. subcaulescens;Z;NA;NA
Storchschnabel;Blutroter St.;Geranium;G. sanguineum;Z;NA;W
Storchschnabel;Cambridge-St.;Geranium;G. × cantabrigiense;Z;NA;NA
Storchschnabel;Dalmatiner St.;Geranium;G. dalmaticum;Z;NA;NA
Storchschnabel;Duft-St., Balkan-St., Felsen-St.;Geranium;G. macrorrhizum;N;Z;NA
Storchschnabel;Bach-St., Blassblütiger St.;Geranium;G. rivulare;Z;NA;NA
Storchschnabel;Rosa St.;Geranium;G. endressii;Z;NA;NA
Storchschnabel;Knotiger St.;Geranium;G. nodosum;Z;NA;W
Storchschnabel;Ausläufer-St.;Geranium;G. procurrens;Z;NA;NA
Storchschnabel;Armenischer St.;Geranium;G. psilostemon;Z;NA;NA
Storchschnabel;Brauner St.;Geranium;G. phaeum;Z;NA;W
Storchschnabel;Kaukasus-St.;Geranium;G. renardii;Z;NA;NA
Storchschnabel;Breitkronblättriger St.;Geranium;G. platypetalum;Z;NA;NA
Storchschnabel;Pracht-St.;Geranium;G. magnificum;Z;NA;NA
Storchschnabel;Himalaja-St.;Geranium;G. himalayense;Z;NA;NA
Steppenkerze, Wüstenschweif;Himalaja-St.;Eremurus;E. himalaicus;Z;NA;NA
Storchschnabel;Wiesen-St.;Geranium;G. pratense;Z;NA;W
Storchschnabel;Wallich-St.;Geranium;G. wallichianum;Z;NA;NA
Storchschnabel;Sumpf-St.;Geranium;G. palustre;Z;NA;W
Sterntaler;Sumpf-St.;Melampodium;M. divaricatum;Z;NA;NA
Storchschnabel;Mandschurischer St.;Geranium;G. wlassovianum;Z;NA;NA
Storchschnabel;Wald-St.;Geranium;G. sylvaticum;Z;NA;W
Storchschnabel;Gefleckter St.;Geranium;G. maculatum;Z;NA;NA
Reiherschnabel;Kranichartiger R.;Erodium;E. gruinum;Z;NA;NA
Reiherschnabel;Pelargonienblütiger R.;Erodium;E. pelargoniiflorum;Z;NA;NA
Reiherschnabel;Balearen-R.;Erodium;E. reichardii;Z;NA;NA
Reiherschnabel;Korsischer R.;Erodium;E. corsicum;Z;NA;NA
Reiherschnabel;Wermut-R.;Erodium;E. absinthoides;Z;NA;NA
Reiherschnabel;Farnblättriger R.;Erodium;E. cheilanthifolium;Z;NA;NA
Reiherschnabel;Pyrenäen-R.;Erodium;E. manescavii;Z;NA;NA
Reiherschnabel;Moschus-R.;Erodium;E. moschatum;Z;N;W
Pelargonie, „Geranie“;Türkische P.;Pelargonium;P. endlicherianum;Z;NA;NA
Pelargonie, „Geranie“;Efeu-Pelar-gonie;Pelargonium;P. peltatum;Z;NA;NA
Pelargonie, „Geranie“;Efeu-, Hänge-P.;Pelargonium;P. peltatum-Hybriden;Z;NA;NA
Pelargonie, „Geranie“;Zonal-P.;Pelargonium;P. zonale-Hybriden;Z;NA;NA
Pelargonie, „Geranie“;Edel-P.;Pelargonium;P. grandiflorum-Hybriden;Z;NA;NA
Sumpfblume;Douglas-S., Spiegeleierblume;Limnanthes;L. douglasii;Z;NA;NA
Kapuzinerkresse;Kleine K.;Tropaeolum;T. minus;Z;NA;NA
Kapuzinerkresse;Schildtragende K.;Tropaeolum;T. peltophorum;Z;NA;NA
Kapuzinerkresse;Kletternde K., Kanarienvogelblume;Tropaeolum;T. peregrinum;Z;NA;NA
Kapuzinerkresse;Knollen-K.;Tropaeolum;T. tuberosum;N;Z;NA
Kapuzinerkresse;Prächtige K.;Tropaeolum;T. speciosum;Z;NA;NA
Kapuzinerkresse;Blaue K.;Tropaeolum;T. azureum;Z;NA;NA
Kapaster;Blaue K.;Felicia;F. amelloides;Z;NA;NA
Kreuzblume;Kalk-K.;Polygala;P. calcarea;Z;NA;W
Kreuzblume;Myrtenblättrige K.;Polygala;P. myrtifolia;Z;NA;NA
Kreuzblume;Pyrenäische K.;Polygala;P. vayredae;Z;NA;NA
Kreuzblume;Buchsblättrige K., Zwergbuchs;Polygala;P. chamaebuxus;Z;NA;W
Blutweiderich;Geflügelter B.;Lythrum;L. alatum;Z;NA;NA
Blutweiderich;Ruten-B.;Lythrum;L. virgatum;Z;NA;NA
Köcherblümchen;Feuerfarbiges K., Zigarettenblümchen;Cuphea;C. ignea;Z;NA;NA
Köcherblümchen;Kleinkroniges K.;Cuphea;C. micropetala;Z;NA;NA
Köcherblümchen;Purpurschwarzes K.;Cuphea;C. cyanea;Z;NA;NA
Köcherblümchen;Mauseöhrchen-K.;Cuphea;C. llavea;Z;NA;NA
Köcherblümchen;Ysopblättriges K.;Cuphea;C. hyssopifolia;Z;NA;NA
Köcherblümchen;Dunkelpurpurblütiges K.;Cuphea;C. lanceolata;Z;NA;NA
Köcherblümchen;Hellpurpurblütiges K.;Cuphea;C. procumbens;Z;NA;NA
Heimie;Weidenblättrige H.;Heimia;H. salicifolia;Z;NA;NA
Wasserweiderich, Wasseroleander;Quirlblättriger W.;Decodon;D. verticillatus;Z;NA;NA
Zylinderputzer, Flaschenbürste;Karminroter Z.;Callistemon;C. citrinus;Z;NA;NA
Myrtenheide;Hartheublättrige M.;Melaleuca;M. hypericifolia;Z;NA;NA
Myrte;Gemeine M.;Myrtus;M. communis;Z;NA;NA
Granatapfel;Granatapfelbaum;Punica;P. granatum;Z;NA;NA
Tibouchine;Glänzende T.;Tibouchina;T. urvilleana;Z;NA;NA
Heterocentron;Kriechendes H., Spanischer Schal;Heterocentron;H. elegans;Z;NA;NA
